word,proportion in topic 0,proportion in topic 1,proportion in topic 2,proportion in topic 3,proportion in topic 4,p(topic0|word),p(topic1|word),p(topic2|word),p(topic3|word),p(topic4|word)
timewindow,0,0,0,0,2.3514032e-05,0,0,0,0,1.0
contagion,0,0,0,0,0.00013872902,0,0,0,0,1.0
blackwell,0,0,1.0548167e-05,0,0,0,0,1.0,0,0
reproductive,0,0,0,2.5581458e-05,0,0,0,0,1.0,0
spice,0,0,0,0.0010828133,0,0,0,0,1.0,0
experiment,0.0010320125,0.00026861005,0,0.0004244946,0.00044999676,0.47446366289387043,0.12349240520124445,0,0.1951597044249354,0.2068842274799497
neuron,0,0,0,2.5574385e-05,0,0,0,0,1.0,0
scant,0,0,2.7665717e-05,0,0,0,0,1.0,0,0
indicative,5.0789386e-05,0,0,0,0,1.0,0,0,0,0
refreshing,0,0,0,0,2.3515446e-05,0,0,0,0,1.0
eur_dent,0,0,2.7344342e-05,0,0,0,0,1.0,0,0
reliably,0,0,0,0,2.3514054e-05,0,0,0,0,1.0
minimise,2.095492e-05,0,0,2.5581558e-05,2.3186622e-05,0.3005448716418512,0,0,0.3669021881923876,0.3325529401657612
holli,0,0.000103166356,0,0,0,0,1.0,0,0,0
doha,0,0,0,2.5581558e-05,0,0,0,0,1.0,0
unverified,0,0,1.054874e-05,0,0,0,0,1.0,0,0
transitive,0,0,0,0.00019312155,0,0,0,0,1.0,0
bluefin,5.347991e-05,0,0,0,0,1.0,0,0,0,0
congruency,0,0,0,0,2.3511699e-05,0,0,0,0,1.0
mark,2.3618313e-05,0,0.00012317277,7.4290794e-05,3.4533536e-05,0.09239784618734445,0,0.48186753009087846,0.29063503859643625,0.13509958512534084
trait,0,0,0,0,0.0001776147,0,0,0,0,1.0
maynard,8.787428e-05,0,0,0,0,1.0,0,0,0,0
profiling,0,0,4.5097946e-05,0,0,0,0,1.0,0,0
ase,0,0,0,0,2.351365e-05,0,0,0,0,1.0
affect,0.001696051,0,0.00014221488,0.00034249751,0.0002580496,0.6954411815528999,0,0.05831315440308968,0.14043615368650056,0.1058095103575098
steward,0,0,0,0,2.351365e-05,0,0,0,0,1.0
jaric,8.786967e-05,0,0,0,0,1.0,0,0,0,0
therein,0,0.00010316615,0,0,0,0,1.0,0,0,0
rise,0.00015839182,0.0004381435,5.5564025e-05,0.00017226834,0.00020980426,0.15315811000768953,0.4236660086690019,0.05372803409129792,0.16657610813292226,0.2028717390990884
icial,0,0,0,0,2.3514007e-05,0,0,0,0,1.0
fmar,2.0482603e-05,0,0,2.5805315e-05,0,0.44250430265949864,0,0,0.5574956973405014,0
paragraph,0,0,0.00011561999,0,0,0,0,1.0,0,0
tertiary,0,0,0,2.557114e-05,0,0,0,0,1.0,0
authenticate,0,0,0,0.000108499284,0,0,0,0,1.0,0
jumping,0,0,0,2.5571117e-05,0,0,0,0,1.0,0
sb,0,0,0,6.663069e-05,0,0,0,0,1.0,0
second,0.00041166742,0,0.00075035903,0.00041461614,0.0005813791,0.1907614851656719,0,0.34770689813590494,0.19212788143062257,0.26940373526780065
boom,0,0,0,0,2.3515466e-05,0,0,0,0,1.0
united,0,0,0,2.5581508e-05,0,0,0,0,1.0,0
overarching,2.0082736e-05,0,0,2.5581996e-05,0,0.439786576500455,0,0,0.5602134234995451,0
oxymoron,0,0,0,2.5581532e-05,0,0,0,0,1.0,0
respectively,7.64205e-05,0,0.00013498859,0.0002093274,9.431697e-05,0.14837392585520498,0,0.26208655518852747,0.40641877410211,0.18312074485415747
trophic,0,0.000103166756,0,2.5574287e-05,0,0,0.801350941207769,0,0.19864905879223105,0
refuse,0,0,0,0,2.3515398e-05,0,0,0,0,1.0
dhm,0,0,0,0,0.00025549508,0,0,0,0,1.0
fstandard,0,0,1.05487e-05,0,0,0,0,1.0,0,0
nette,0,0,1.0548137e-05,0,0,0,0,1.0,0,0
scale,6.2679756e-05,0.00010390453,0.00012454248,0.00025528876,0.0008698715,0.04425639243903806,0.0733640337747667,0.08793590194161395,0.18025213172917284,0.6141915401154084
nonfishing,0,0.00010316626,0,0,0,0,1.0,0,0,0
ongoing,0.00011652369,0.00026738452,4.7843576e-05,0,0,0.26988583475567113,0.6193014762355734,0.11081268900875543,0,0
lever,0,0,0,2.5571067e-05,0,0,0,0,1.0,0
curve,2.0858877e-05,0,0,0,0.00013849387,0.13089750930816274,0,0,0,0.8691024906918372
fill,0.0005751535,0.00010357627,0.00018922845,2.5263239e-08,0.0006652113,0.37513401006380515,0.06755584494281121,0.12342101041331645,1.6477514094888437e-05,0.43387265706597233
widely,0.00036476614,0,0.00018658668,2.7864573e-05,9.358531e-05,0.5421591455509983,0,0.2773274843289541,0.04141566770560159,0.13909770241444597
kinetic,0,0,0,0,2.3513987e-05,0,0,0,0,1.0
persist,2.1215441e-05,0,0,2.4304818e-05,0,0.46606591073807835,0,0,0.5339340892619217,0
gogochicken,1.7064376e-05,0,0,0,0,1.0,0,0,0,0
nowcaste,0,0,0,0,2.3514074e-05,0,0,0,0,1.0
axtell,0,0,1.0003933e-05,0,0,0,0,1.0,0,0
capturing,0,0.00010316615,0,0,0,0,1.0,0,0,0
wwwelsevi,2.0284519e-05,0,0,0,0,1.0,0,0,0,0
praveen,0,0.00010316606,0,0,0,0,1.0,0,0,0
dungeon,0,0,0,0,2.3515513e-05,0,0,0,0,1.0
heiskanen,0,0,1.0548157e-05,0,0,0,0,1.0,0,0
distinguished,2.0658907e-05,0,2.7506108e-05,0,0,0.42891934313070845,0,0.5710806568692915,0,0
cornel,0,0,2.766588e-05,0,6.127503e-05,0,0,0.3110591011715489,0,0.6889408988284511
oe,0,0.00043614887,0,0,0,0,1.0,0,0,0
tion,0,0,1.054868e-05,2.5581801e-05,0,0,0,0.2919606773256449,0.7080393226743551,0
andmodel,0,0,0,0,2.3514007e-05,0,0,0,0,1.0
storm,8.787436e-05,0,0,0,0,1.0,0,0,0,0
satisfactory,0,0.000103168815,0,2.3952618e-05,6.281625e-05,0,0.543171908554456,0,0.12610777004763304,0.3307203213979111
hammer,2.0658688e-05,0,0,0,0,1.0,0,0,0,0
hof,0,0,0,0,9.990313e-05,0,0,0,0,1.0
exterminate,0,0,0,0,2.351475e-05,0,0,0,0,1.0
forwards,0,0,2.7666192e-05,0,0,0,0,1.0,0,0
choose,0.0009832409,0,0.00059233146,0.00071122625,0.00086542073,0.31192020284992356,0,0.18790934108120888,0.22562714575033502,0.2745433103185326
wordnet,0,0,0,6.6630746e-05,0,0,0,0,1.0,0
complicated,3.270973e-05,0,2.119354e-05,0,0.0001000786,0.2124258503252854,0,0.1376365956095199,0,0.6499375540651947
achievement,5.414345e-05,0,0,1.500862e-05,0.00014908596,0.2480935611793746,0,0,0.06877179031316706,0.6831346485074583
automatic,0,0,0.00013327453,0.00019308804,0,0,0,0.40836340620752276,0.5916365937924772,0
hitchen,0,0,1.014835e-05,0,0,0,0,1.0,0,0
computerize,0,0,2.7648388e-05,0,0,0,0,1.0,0,0
journalpone,0,0,2.7636921e-05,0,0,0,0,1.0,0,0
copenhagen,0,0,2.7665956e-05,0,0,0,0,1.0,0,0
reorganisation,0,0.00026771927,0,0,0,0,1.0,0,0,0
experimental,0.0002989468,0,2.8131368e-05,0,0.00032597236,0.45776978956285985,0,0.0430768622015221,0,0.4991533482356181
nugent,0,0,0,6.648995e-05,0,0,0,0,1.0,0
esd,2.06647e-05,0,0,0,0,1.0,0,0,0,0
und,0,0,0,0,2.3495091e-05,0,0,0,0,1.0
matter,0.00029819197,0,0.00050355255,0.00044519504,0.00021379419,0.20413848022559758,0,0.3447257609142396,0.30477493722184623,0.1463608216383165
hatchard,2.065873e-05,0,0,0,0,1.0,0,0,0,0
mab,0,0.00026771927,0,0,0,0,1.0,0,0,0
unspoken,5.3887892e-05,0,0,0,0,1.0,0,0,0,0
standing,8.7495544e-05,0,0,0,0,1.0,0,0,0,0
adjoining,0,0,1.0548137e-05,0,0,0,0,1.0,0,0
clause,0,0,2.7133796e-05,6.7868954e-05,0,0,0,0.28561063640691137,0.7143893635930886,0
chill,0,0,2.7648286e-05,0,2.3514165e-05,0,0,0.5404019041588546,0,0.4595980958411454
tomorrow,0,0,0,0.00015083644,0,0,0,0,1.0,0
efficiency,0,0.0006109587,0.00025413034,0.00031544946,7.0088485e-05,0,0.4885219331814596,0.20320234355941094,0.2522330470649691,0.05604267619416038
growth,5.5588196e-05,0,1.0891464e-05,0.0013844393,0.00020941366,0.03348015671825699,0,0.006559808333138621,0.833832501070914,0.12612753387769035
situational,0,0.0007750409,0,0,0,0,1.0,0,0,0
tmrmn,0,0,0,0,2.3515604e-05,0,0,0,0,1.0
auv,0,0.0006054364,0,0,0,0,1.0,0,0,0
bellon,8.758822e-05,0,0,0,0,1.0,0,0,0,0
diagnostic,0,0,2.7666747e-05,2.518327e-05,2.351428e-05,0,0,0.3622995067662313,0.329778063383593,0.3079224298501757
codewe,0,0,0,0,2.3514054e-05,0,0,0,0,1.0
utfordre,0,0,0,2.5413363e-05,0,0,0,0,1.0,0
accurate,0,0.0004381721,0.00048605556,6.6838795e-05,0.00013826793,0,0.38799146507783955,0.43039117895000273,0.05918423698171881,0.1224331189904389
natural,0.0009845428,0,0,0.0001241148,0.00035201054,0.6740359192984388,0,0,0.08497125239105133,0.24099282831050997
pantel,0,0,0,0.0001086287,0,0,0,0,1.0,0
classroom,0,0,0.00026839058,0.0008004284,0,0,0,0.2511094821581545,0.7488905178418455,0
sub_committee,0,0,0.00016853053,0,0,0,0,1.0,0,0
likere,0,0,0,2.5413141e-05,0,0,0,0,1.0,0
riloff,0,0,0,2.5581558e-05,0,0,0,0,1.0,0
kakade,0,0,0,0,2.3513987e-05,0,0,0,0,1.0
devise,0.0001550583,0.00026772564,0,6.776438e-05,0,0.3160917933397861,0.5457681406354367,0,0.13814006602477732,0
situated,0,0,0,0,2.3515422e-05,0,0,0,0,1.0
variable,0.0030374967,0.00048031224,4.4178756e-05,0.0005893344,0.00023343162,0.6927405480898249,0.10954144117426089,0.010075538737678125,0.13440536051379767,0.05323711148443839
extreme,8.571082e-05,0.00010318101,0,0,0,0.45375609156701596,0.5462439084329841,0,0,0
faulty,8.748836e-05,0,0,0,0,1.0,0,0,0,0
dfr,2.016032e-05,0,0,0,0,1.0,0,0,0,0
retain,0,0,0.00020389221,0.00010854606,0,0,0,0.6525839794515238,0.3474160205484762,0
social,0.0039399746,0.0072493902,0.0005051858,0.0012402375,0.0056285607,0.21224481799440142,0.3905216843622825,0.027214152355349453,0.06681108634833087,0.3032082589396357
doney,0,0,0,0,2.3511902e-05,0,0,0,0,1.0
rodrigue,5.3887943e-05,0,0,0,0,1.0,0,0,0,0
ip,0,0,1.0547493e-05,0,0.0004503432,0,0,0.022885019529103875,0,0.9771149804708962
limiting,0,0,0,0,2.3514007e-05,0,0,0,0,1.0
hunt,0,0.00010316606,0,0,0,0,1.0,0,0,0
plenary,8.787544e-05,0,9.771349e-05,0,0,0.4734950581893727,0,0.5265049418106272,0,0
codebook,0,0,0,0,6.1258965e-05,0,0,0,0,1.0
carefully,0,0,0,0,6.127498e-05,0,0,0,0,1.0
bureau,2.028446e-05,0,0,0,0,1.0,0,0,0,0
trfmo,2.0160378e-05,0,0,0,0,1.0,0,0,0,0
scalability,0,0,0,0.0002776562,0,0,0,0,1.0,0
frompast,0,0,0,0,2.3514032e-05,0,0,0,0,1.0
joksimovi,0,0,0,2.5571117e-05,0,0,0,0,1.0,0
dev,2.0658947e-05,0.0001031761,1.0147353e-05,0,0,0.1541914970691586,0.7700720370310723,0.07573646589976914,0,0
mental,9.289529e-05,0,0,2.0295567e-05,0.0002940018,0.2281359583300965,0,0,0.04984266485324328,0.7220213768166602
beneficial,0,0.0006054413,4.516449e-05,0,0,0,0.9305808672238305,0.06941913277616946,0,0
taufer,2.0663752e-05,0,0,0,0,1.0,0,0,0,0
forward,0.00033437856,0,0.00019374506,1.8313865e-05,8.296547e-05,0.5312630992126552,0,0.3078235592262683,0.029097202805678853,0.13181613875539758
uchmanski,0,0.00026771927,0,0,0,0,1.0,0,0,0
benefit,0.0008363128,0.0012184229,0.002312435,0.00033084367,0.00040627175,0.16384520643257341,0.2387058339000346,0.45303789234534575,0.0648168338474123,0.0795942334746339
stotera,2.0664662e-05,0,0,0,0,1.0,0,0,0,0
misguide,0,0,0,2.5581532e-05,0,0,0,0,1.0,0
semiautonomous,0,0.00010316615,0,0,0,0,1.0,0,0,0
oper,0,0.00010316626,0,0,0,0,1.0,0,0,0
stor_thakur,0,0,1.054869e-05,0,0,0,0,1.0,0,0
jager,0,0,0,0,9.9905425e-05,0,0,0,0,1.0
iso_tc,0,0,2.7665717e-05,0,0,0,0,1.0,0,0
likert,0,0,6.246064e-05,0,0,0,0,1.0,0,0
absent,6.382621e-05,0,0.00011041419,0,2.3554454e-05,0.32268894011170285,0,0.5582257914497073,0,0.11908526843858987
historically,5.3887994e-05,0,0,0,6.127468e-05,0.4679293365249675,0,0,0,0.5320706634750325
princess,0,0,0,0,2.3514074e-05,0,0,0,0,1.0
legally,4.0180854e-05,0,0.00015810599,0,0,0.20264003785510282,0,0.7973599621448972,0,0
duty,0,0.00010316902,2.764541e-05,0.000104442595,6.5061926e-05,0,0.34353149825984336,0.09205349909291578,0.34777224411739577,0.21664275852984513
configuration,3.583397e-05,0.00079399423,0,8.646745e-05,2.175605e-05,0.03820042233636439,0.8464290698571079,0,0.0921777029798506,0.02319280482667715
base,0.005961224,0.005443811,0.0026690275,0.00589622,0.006536543,0.22489392420009538,0.20537393214908273,0.10069208611623139,0.22244157517138863,0.2465984823632019
php,0,0,4.5164576e-05,0,0,0,0,1.0,0,0
testing,0.0004360736,0.000103168415,8.3123945e-05,0,0.00032089106,0.46230623467051235,0.1093746580682163,0.08812438426245353,0,0.3401947229988178
sied,0,0,0,0,2.3515579e-05,0,0,0,0,1.0
technical,0.00070127565,0.0012845501,0.0008337565,0.0011987337,8.798153e-05,0.17078052957639267,0.3128244055079758,0.20304338205813444,0.29192568340829295,0.021425999449204192
step,0.0017918652,0.00010412484,0.0016119152,0.00042671198,0,0.4554103018273364,0.026463778785168673,0.4096752223011589,0.10845069708633605,0
bu,0,0,0,0,6.12748e-05,0,0,0,0,1.0
championship,0,0,0,0,6.1274855e-05,0,0,0,0,1.0
road,0,0.00010316734,1.054862e-05,0,0,0,0.907237120654967,0.09276287934503305,0,0
treating,2.066468e-05,0,0,0,0,1.0,0,0,0,0
title,0.00030581703,0.00048466996,0,0.00082973734,7.350887e-05,0.1805579689660135,0.28615484444743966,0,0.4898866858719773,0.04340050071456949
indiasimmarch,0,0,0,0,2.3514032e-05,0,0,0,0,1.0
rent,0,0,0,0.00010842718,0,0,0,0,1.0,0
completeness,1.9682022e-05,0,0,0,0.00017762725,0.09975213677876935,0,0,0,0.9002478632212306
specific,0.0021332048,0.00060768105,0.0021002628,0.0027364693,0.0017726504,0.22814370196212144,0.06499076077949886,0.22462058985427755,0.2926621102353354,0.18958283716876675
coldest,0,0,0,6.662484e-05,0,0,0,0,1.0,0
gibb,0,0,0,0.00010862684,0,0,0,0,1.0,0
visualize,0,0,0.00011564071,0.00014985586,6.213542e-05,0,0,0.3529591568814479,0.4573908018355209,0.18965004128303117
opinion,0.0009524319,0,8.263571e-05,9.169289e-05,0.000101993224,0.7751202471611816,0,0.06725164972478488,0.074622677376994,0.08300542573703955
endorse,2.0810417e-05,0,4.5159788e-05,0,9.974207e-05,0.12558162734208544,0,0.2725192644916283,0,0.6018991081662863
ipbe,0.00019049319,0,0,0,0,1.0,0,0,0,0
inf,0,0,1.05487e-05,0,0,0,0,1.0,0,0
analysed,0,0,0,2.5410574e-05,0,0,0,0,1.0,0
trom,2.8655422e-05,0.0002684776,0.00023864392,0.0002542159,0.0001129283,0.03173635114251628,0.29734335151517977,0.2643020586321965,0.28154829341580434,0.1250699452943031
driver,0.0003296057,0.0001085086,0.001842719,2.8737935e-05,0,0.1427129415543884,0.046982138120240206,0.7978619463739425,0.012442973951428862,0
strategically,8.7507484e-05,0,0,0,0,1.0,0,0,0,0
umbrella,0.000121935984,0,0,0,0,1.0,0,0,0,0
twofold,5.3887845e-05,0,0,0,0,1.0,0,0,0,0
unexpectedly,5.3887532e-05,0,0,0,0,1.0,0,0,0,0
payment,5.231264e-05,0,0,0,0,1.0,0,0,0,0
fishing_rule,2.066468e-05,0,0,0,0,1.0,0,0,0,0
roopa,0,0,1.014835e-05,0,0,0,0,1.0,0,0
castella,0,0,0,0,6.1275736e-05,0,0,0,0,1.0
ft,8.7495544e-05,0,0,0,0,1.0,0,0,0,0
mail,2.690796e-05,0,7.6937285e-05,0,0,0.25911594958563944,0,0.7408840504143606,0,0
hursthouse,0,0,0,6.662223e-05,0,0,0,0,1.0,0
bovine,0.00012106648,0,0,0,0,1.0,0,0,0,0
traditional,0.00026084305,0.001592674,7.331549e-05,0.0016141736,0,0.07366354143081318,0.4497800589282096,0.020704705337417934,0.45585169430355926,0
subordinate,0,0,0,0,6.127246e-05,0,0,0,0,1.0
negation,0,0,0,2.558158e-05,0,0,0,0,1.0,0
mj,0,0,1.014835e-05,0,0,0,0,1.0,0,0
proteomic,0,0,0,2.5413723e-05,0,0,0,0,1.0,0
satisfy,0,0,0.00015078826,2.5824227e-05,0,0,0,0.8537802834022078,0.14621971659779215,0
erode,2.028446e-05,0,0,0,0,1.0,0,0,0,0
bottle,0,0,6.274799e-05,0,0,0,0,1.0,0,0
sediment,2.1013135e-05,0,0,0.00015037625,0,0.12260464769548367,0,0,0.8773953523045164,0
culinary,2.0482837e-05,0,0,2.580512e-05,0,0.4425089894421653,0,0,0.5574910105578347,0
inflectional,0,0,0,2.557436e-05,0,0,0,0,1.0,0
trust,0.00020045032,0.0015242652,0.00067296147,0.00089653605,0.004470993,0.02581390925742278,0.19629423759374964,0.08666370010359471,0.11545554192809034,0.5757726111171425
affinity,0,0,0,6.6627756e-05,0,0,0,0,1.0,0
replacement,0,0.00010316714,0,2.5412563e-05,0,0,0.8023594573519709,0,0.19764054264802913,0
tacs,5.3887892e-05,0,0,0,0,1.0,0,0,0,0
chip,0,0,8.036175e-05,0,0,0,0,1.0,0,0
set,0.001206053,0.00079844694,0.001415891,0.002496163,0.0015519151,0.16148597229660744,0.1069090540884036,0.18958249910577976,0.3342268599208036,0.20779561458840562
evolution,0.00025647721,0.0008145467,6.267784e-05,6.018633e-05,0,0.21482517072023333,0.6822638693435852,0.052498925095899436,0.050412034840282116,0
rationality,5.3887892e-05,0,0,0,0,1.0,0,0,0,0
disposal,0.000114171,0,1.4395445e-05,0,0,0.8880310903125328,0,0.11196890968746721,0,0
discomfort,0,0,0,0,2.3515466e-05,0,0,0,0,1.0
barely,2.0870339e-05,0,1.0442511e-05,0,0,0.6665103636073499,0,0.3334896363926501,0,0
contrasted,2.0160378e-05,0,0,0,0,1.0,0,0,0,0
balanced,5.3887994e-05,0,0,0.00023544382,2.351495e-05,0.17225044535612635,0,0,0.7525851226372037,0.07516443200667
christophe,0,0,0,0,2.3515604e-05,0,0,0,0,1.0
dialogueorg,0,0,1.054869e-05,0,0,0,0,1.0,0,0
anonymous,0,0,1.4856655e-05,0.00047867265,0,0,0,0.03010288332156506,0.9698971166784349,0
gap,0.0003757752,0,0.0016000357,0.00014963094,0.0002376052,0.15902146864795638,0,0.6771069991612709,0.0633211857743334,0.1005503464164393
smaldino,0,0,0,0,2.3514032e-05,0,0,0,0,1.0
cu,0,0,0,0,6.12741e-05,0,0,0,0,1.0
preface,0,0,0,2.5412584e-05,0,0,0,0,1.0,0
mrspruit,0,0,0,2.5581532e-05,0,0,0,0,1.0,0
itoryalt,0,0,1.014835e-05,0,0,0,0,1.0,0,0
graham,0,0,4.4869634e-05,0,0,0,0,1.0,0,0
ccs,0.00025868067,0,0,0,0,1.0,0,0,0,0
neatly,5.3887532e-05,0,0,0,0,1.0,0,0,0,0
assertiveness,0,0,0,0,2.3511991e-05,0,0,0,0,1.0
resort,2.17327e-05,0,4.516233e-05,2.4275167e-05,0,0.23837504284102826,0,0.49536287393399214,0.26626208322497963,0
bid,0,0,2.766622e-05,0,0,0,0,1.0,0,0
libre,2.065871e-05,0,0,0,0,1.0,0,0,0,0
ctdss,0,0,8.0361984e-05,0,0,0,0,1.0,0,0
leigh,2.06647e-05,0,0,0,0,1.0,0,0,0,0
basedmedicine,0,0,0,0,2.3514054e-05,0,0,0,0,1.0
forecast,0.0003275748,0.0002832448,0,0,9.605264e-05,0.46341443179763525,0.40070154969268806,0,0,0.13588401850967669
time_interval,0,0,0,0.00057436584,0,0,0,0,1.0,0
fremme,0,0,2.7666192e-05,0,0,0,0,1.0,0,0
facilitation,0,0,6.274817e-05,0,2.3515377e-05,0,0,0.7274007716828441,0,0.2725992283171559
fulfilment,0,0,8.036152e-05,0,0,0,0,1.0,0,0
semester,0,0,0.00015067369,0,0,0,0,1.0,0,0
legislated,2.0284519e-05,0,0,0,0,1.0,0,0,0,0
basert,0,0,4.509889e-05,0,0,0,0,1.0,0,0
conveyor,0,0,1.054865e-05,0,0,0,0,1.0,0,0
adverse,0,0,0,0,2.3514927e-05,0,0,0,0,1.0
dedicated,0,0.00010515479,0,0.00018814123,0.00010397412,0,0.26469341099236066,0,0.4735851347001318,0.26172145430750754
supply_chain,3.593938e-05,0.00077841646,0.0055844514,6.0999486e-05,5.7054513e-05,0.005514829986294571,0.11944653066841533,0.856923477061603,0.00936025547830177,0.008754906805385375
scrutiny,0,0,1.0548167e-05,0,2.3514054e-05,0,0,0.30967348759237473,0,0.6903265124076253
mitochondrial,0,0,0,2.5581385e-05,0,0,0,0,1.0,0
hja,0,0,0,0,6.12724e-05,0,0,0,0,1.0
danish,0,0,1.0548428e-05,2.5184616e-05,0,0,0,0.29520093170342754,0.7047990682965725,0
identitie,0,0,0,2.5413263e-05,0,0,0,0,1.0,0
captain_nose,0,0.0012845183,0,0,0,0,1.0,0,0,0
nucleotide,0,0,1.0548157e-05,0,0,0,0,1.0,0,0
engaging,0,0,0,0,0.00013871858,0,0,0,0,1.0
hatchery,0,0,0,6.662769e-05,0,0,0,0,1.0,0
profit,8.834416e-05,0.0005041236,0.0001468425,0,5.4165608e-05,0.11133817750157439,0.6353357778756442,0.18506233546213902,0,0.06826370916064237
spmi,0,0,0,0.0001086287,0,0,0,0,1.0,0
veer,0,0,2.766622e-05,0,0,0,0,1.0,0,0
antibiotic,0,0,2.7508731e-05,0,0,0,0,1.0,0,0
hussain,0,0,0,2.558158e-05,0,0,0,0,1.0,0
foresight,0,0,0,2.5581558e-05,0,0,0,0,1.0,0
file,0.00013739971,0,0.00034472352,0.00013251574,0,0.22354539081087527,0,0.5608553010076219,0.21559930818150283,0
nther,0,0.00010316626,0,0,0,0,1.0,0,0,0
uniquely,0,0,0.000503923,0,2.3490835e-05,0,0,0.9554603353009048,0,0.044539664699095254
servicesde,2.0284539e-05,0,0,0,0,1.0,0,0,0,0
formulation,0.00012117552,0,0,2.657039e-05,0,0.8201615937639452,0,0,0.1798384062360548,0
blackmore,0,0,0,0,6.125902e-05,0,0,0,0,1.0
required,4.2791187e-05,0,6.854747e-05,0,0,0.38433359131250405,0,0.615666408687496,0,0
settlement,0,0,0,0,0.00013871076,0,0,0,0,1.0
overcome,2.404889e-05,0,0.00012277837,0.00013669237,9.310389e-05,0.06385392601285389,0,0.32599761126445365,0.3629416747707503,0.24720678795194218
prevalence,2.0283356e-05,0,0,0.0015914474,0,0.012584829218735797,0,0,0.9874151707812642,0
mediate,5.080247e-05,0,0,0,0,1.0,0,0,0,0
carriage,0,0,0.00020385838,0,0,0,0,1.0,0,0
pcr,0,0,1.0548167e-05,0,2.3514032e-05,0,0,0.30967368603856094,0,0.6903263139614391
incomplete,6.91336e-05,0.00010449221,0.00014274793,2.599489e-05,2.3312828e-05,0.18905416356072696,0.2857465344592432,0.39036140625286253,0.0710861582169546,0.06375173751021268
ply,0,0,0,0.0001086286,0,0,0,0,1.0,0
schlueter,0,0,0,0,2.3515604e-05,0,0,0,0,1.0
fog,0,0,1.0003923e-05,0,0,0,0,1.0,0,0
remunerative,0,0,1.054869e-05,0,0,0,0,1.0,0,0
orwriting,0,0,0,0,2.3513987e-05,0,0,0,0,1.0
schafer,0,0,0,6.662223e-05,0,0,0,0,1.0,0
evan,0,0,0,0,2.3514054e-05,0,0,0,0,1.0
furthermore,0.00042674982,0.00033334282,0.00016893927,0.00046428695,0.00022798743,0.26321357119661437,0.20560138592790816,0.10419947727295921,0.2863659709128509,0.1406195946896674
perpetual,0,0,0,0,2.3515064e-05,0,0,0,0,1.0
violate,0,0,2.7532851e-05,0,0,0,0,1.0,0,0
cumming,0,0,0,0,6.127439e-05,0,0,0,0,1.0
revision,0.00026712503,0,4.013352e-05,2.7404541e-05,0,0.7981908848110938,0,0.11992215932063019,0.08188695586827603,0
uncertaintie,2.0765789e-05,0,0,0,2.3400948e-05,0.4701680578824855,0,0,0,0.5298319421175145
replicate,0.00027698677,0,0,0,4.0923678e-05,0.8712729379812288,0,0,0,0.1287270620187711
jjide,0,0.00026771927,0,0,0,0,1.0,0,0,0
smoothness,0,0,0,2.5574385e-05,0,0,0,0,1.0,0
revisit,0,0.0007620352,2.7503434e-05,0,0,0,0.9651651820864561,0.03483481791354393,0,0
lloret,0,0,0,2.518512e-05,0,0,0,0,1.0,0
counterfactual,0,0,0,0,0.00013872227,0,0,0,0,1.0
remedy,0,0,0,0,2.3514032e-05,0,0,0,0,1.0
mainly,0.0006053197,0,0.0001242684,0.00037062314,0.00018617146,0.4705595766421601,0,0.09660297568955785,0.28811266266260377,0.1447247850056783
agree,0.00046118614,0,0.00072548806,0,8.264729e-05,0.3633328049616594,0,0.5715558025175167,0,0.06511139252082396
probabilistic,0,0,1.0547885e-05,0.00040338642,6.194786e-05,0,0,0.02216490867946898,0.8476603049635667,0.13017478635696433
affiliation,0,0,0,2.5574336e-05,9.989124e-05,0,0,0,0.20383548761741646,0.7961645123825836
elvevoll,0,0,1.05487e-05,0,0,0,0,1.0,0,0
documentation,0.0017557668,0,0.000943544,0,0.00023446912,0.5984657569258264,0,0.3216137564585231,0,0.07992048661565056
contest,5.3887943e-05,0,0,0,0,1.0,0,0,0,0
dogecoincom,0,0,0,2.5413263e-05,0,0,0,0,1.0,0
incorrect,0,0,0,6.6630804e-05,2.3515446e-05,0,0,0,0.7391411652004679,0.2608588347995321
tradition,0.00015874326,0.00027697464,9.737799e-06,0,5.825493e-05,0.3151477357568853,0.5498685565932586,0.01933212895808118,0,0.11565157869177485
themodel,0,0,0,0,0.00033339593,0,0,0,0,1.0
enpdf,0,0,0,0,2.3495091e-05,0,0,0,0,1.0
symbiosis,0,0,0,2.5581532e-05,0,0,0,0,1.0,0
morally,0,0,0,0.00014930152,2.4837402e-05,0,0,0,0.8573701837349498,0.14262981626505022
cognitive_level,0,0,0,0.00036192787,0,0,0,0,1.0,0
scrutinize,0,0,6.2747575e-05,0,0,0,0,1.0,0,0
extract,4.1663898e-05,0,0.00018871087,0.0006160636,7.0422284e-05,0.04544190870788933,0,0.20582284512668964,0.6719271900037908,0.07680805616163032
vicious,2.0160358e-05,0,0,0,0,1.0,0,0,0,0
notmade,1.9685269e-05,0,0,0,0,1.0,0,0,0,0
resonance,0,0,8.031777e-05,0,0,0,0,1.0,0,0
alder,0,0,1.0548661e-05,0,0,0,0,1.0,0,0
doctrinal,0,0,2.7665743e-05,0,0,0,0,1.0,0,0
ac_tio_ns,0,0,0,0,9.990514e-05,0,0,0,0,1.0
wikileak,0,0,0,6.6627756e-05,0,0,0,0,1.0,0
multiannual,0.00029330756,0,0,0,0,1.0,0,0,0,0
textile,0.00012173149,0,0,0,0,1.0,0,0,0,0
zooplankton,0,0.00010316606,0,0,0,0,1.0,0,0,0
