word,proportion in topic 0,proportion in topic 1,proportion in topic 2,proportion in topic 3,proportion in topic 4,p(topic0|word),p(topic1|word),p(topic2|word),p(topic3|word),p(topic4|word)
subarea,2.066468e-05,0,0,0,0,1.0,0,0,0,0
ratify,0,0,2.7665717e-05,0,0,0,0,1.0,0,0
wwwsporforifo,0,0,2.7665743e-05,0,0,0,0,1.0,0,0
clark,5.7265417e-05,0,0,0,5.6575853e-05,0.5030286219199839,0,0,0,0.4969713780800161
cool,0,0,4.5147648e-05,0,0,0,0,1.0,0,0
educator,0,0,0,0.00040265304,0,0,0,0,1.0,0
frontier,0.0005146265,0,2.7567088e-05,0.00018878089,0.00012528594,0.6010163405546727,0,0.03219474776869967,0.2204713500036049,0.14631756167302273
winner,0,0.00010317522,1.0147459e-05,0,0,0,0.9104551787449143,0.08954482125508573,0,0
manglende,0,0,0,2.5413387e-05,0,0,0,0,1.0,0
wanner,5.3887532e-05,0,0,0,0,1.0,0,0,0,0
license,0.0001684428,0,0.00016485466,0.00013075922,0.00026832122,0.22999437735494707,0,0.22509507809730392,0.17854063808537113,0.3663699064623779
rutger,0,0,0,2.5581532e-05,0,0,0,0,1.0,0
asexual,0,0,1.0003923e-05,0,0,0,0,1.0,0,0
productrelate,0,0,4.5146615e-05,0,0,0,0,1.0,0,0
springer,9.987609e-05,0.00027047057,0,9.616831e-05,0.00025260783,0.13888599828290416,0.3761117983080672,0,0.13373002621477498,0.3512721771942537
riskbase,0,0,2.7666192e-05,0,0,0,0,1.0,0,0
coercive,0,0,1.05487e-05,0,0,0,0,1.0,0,0
ber,0,0,0,2.558158e-05,0,0,0,0,1.0,0
migrant,0,0,0,0,6.1274855e-05,0,0,0,0,1.0
certainly,0,0,0,2.5413774e-05,6.127503e-05,0,0,0,0.2931609713054817,0.7068390286945183
colloquially,0,0,0,2.558158e-05,0,0,0,0,1.0,0
separate,6.5907756e-05,0,0.00035114647,0.00012134609,6.127503e-05,0.10990572740162667,0,0.5855609584386698,0.20235297663384932,0.10218033752585409
obligatorily,0,0,1.0548147e-05,0,0,0,0,1.0,0,0
lnc,0,0,0,0,6.121189e-05,0,0,0,0,1.0
recent,2.7746573e-05,0.00037389278,0.0003483429,0.00015454704,0.0004066161,0.021162087184030103,0.285164998753735,0.26567831607529957,0.11787178123414215,0.31012281675279313
channel,3.1028874e-05,0,7.561717e-05,2.3671711e-05,0,0.238101658160479,0,0.5802522495411098,0.18164609229841125,0
total_number,0.0002615874,0,0,0.00040147608,0,0.39451336909850143,0,0,0.6054866309014986,0
intuitive,5.3887175e-05,0,0,0,0,1.0,0,0,0,0
seabed,2.0664662e-05,0,0,0,0,1.0,0,0,0,0
dn,0,0,1.054874e-05,0,0,0,0,1.0,0,0
representative,0.00024494054,0.00014616906,5.8747617e-05,0.00015158183,0.00019138835,0.3089456120493771,0.18436428521366793,0.07409887400278292,0.191191463614306,0.24139976511986602
interrupt,0,0,0,2.5581508e-05,0,0,0,0,1.0,0
voiceless,0,0,0,0,2.351549e-05,0,0,0,0,1.0
toy,0.0003616208,0,0,0,0,1.0,0,0,0,0
authentication,0,0,0.00020382689,0,0,0,0,1.0,0,0
hsorg,0,0,0,2.5581558e-05,0,0,0,0,1.0,0
dish,2.0160205e-05,0,0,0,0,1.0,0,0,0,0
bioprocess,0,0,1.054868e-05,0,0,0,0,1.0,0,0
archaeological,0,0,2.72301e-05,0,0,0,0,1.0,0,0
cl,0,0,0,0,0.00033337527,0,0,0,0,1.0
proje,0,0,1.014835e-05,0,0,0,0,1.0,0,0
index,7.007495e-06,0,6.2718136e-05,0.00025487182,2.3435028e-05,0.020134600180947468,0,0.18020771108664346,0.7323219378950647,0.06733575083734433
backdrop,0,0,0,1.638024e-05,0.00010914313,0,0,0,0.1304955349299473,0.8695044650700526
innf,0,0,0,6.6557965e-05,0,0,0,0,1.0,0
onp,2.01603e-05,0,0,0,0,1.0,0,0,0,0
flattening,0,0,0,0,6.127433e-05,0,0,0,0,1.0
ambitious,0,0,4.5147433e-05,0,0,0,0,1.0,0,0
thin,0,0,0,0,6.1233615e-05,0,0,0,0,1.0
iribarne,0,0,0,0,2.3511655e-05,0,0,0,0,1.0
speed,0,0.000103167535,3.555348e-05,0.000553966,0,0,0.148938172893634,0.051326905083838685,0.7997349220225273,0
refugee,0,0,0,0,2.3515604e-05,0,0,0,0,1.0
chainvine,1.7068087e-05,0,0,0,0,1.0,0,0,0,0
primary,2.6633124e-05,0,0.00030188772,0,0.0001877863,0.051583878010019,0,0.5847056827934694,0,0.3637104391965116
ctcp,0,0,8.03616e-05,0,0,0,0,1.0,0,0
abovemodelle,0,0,0,0,2.3514032e-05,0,0,0,0,1.0
setting,8.824842e-05,0.0006123044,4.7034548e-05,0,0.0009113468,0.05319585265531658,0.36909504366872853,0.028352269256661865,0,0.5493568344192931
clarify,0.00032540737,0,2.2543394e-05,5.302209e-05,8.752768e-05,0.6661351326014646,0,0.04614814649761997,0.10854049483785892,0.17917622606305647
gas,0.0003306595,0.00010937685,2.6026619e-05,0,0.00013721181,0.5481076124854898,0.18130519292283384,0.04314222871564625,0,0.2274449658760301
trajectory,0,0,2.7230124e-05,0,0,0,0,1.0,0,0
knowledgebase,2.066468e-05,0,0,0,0,1.0,0,0,0,0
merge,0,0,0.00026961454,0,0.00018828231,0,0,0.5888106411302051,0,0.41118935886979496
lege,0,0,0.00013326842,0,0,0,0,1.0,0,0
possess,2.0870955e-05,0.0004361547,1.0442192e-05,0,0,0.04464682622429785,0.9330153964680795,0.022337777307622594,0,0
idea,0.0003563466,0.000103668266,7.286604e-05,0.0004111215,0.00066224893,0.22184984046720246,0.06454050126910262,0.04536403271979912,0.25595091303555273,0.41229471250834304
suppl,0,0,1.054868e-05,0,0,0,0,1.0,0,0
sphere,0,0.000103790626,0,0,9.975385e-05,0,0.5099161964243712,0,0,0.49008380357562875
serial,0,0,9.799027e-05,0,0,0,0,1.0,0,0
railsback,0.00020241899,0,0,0,4.7948586e-05,0.808487236690978,0,0,0,0.19151276330902203
joint,0.00035940972,0,0.00012644993,0.0003201019,0.00011773027,0.3891013304722453,0,0.13689622989815797,0.34654622000183866,0.12745621962775802
palgravejor,2.0663752e-05,0,0,0,0,1.0,0,0,0,0
error,7.622907e-05,0,0.0003520466,0,5.9177557e-05,0.15638233274851163,0,0.7222161591716727,0,0.1214015080798157
harmony,0,0,2.766622e-05,0,0,0,0,1.0,0,0
infiltra,0,0,1.0548661e-05,0,0,0,0,1.0,0,0
assert,0,0,1.05487e-05,0,2.3515557e-05,0,0,0.30967062944281104,0,0.6903293705571889
film,2.0664718e-05,0,0,0,2.3513629e-05,0.4677567122211964,0,0,0,0.5322432877788036
pedersen,0,0.00026737916,0,0,0,0,1.0,0,0,0
initialize,0,0,0,2.5581532e-05,0,0,0,0,1.0,0
aksne,0,0,0,0.00027777985,0,0,0,0,1.0,0
didaktikken,0,0,0,2.557114e-05,0,0,0,0,1.0,0
homi,0,0,0,0,2.3515466e-05,0,0,0,0,1.0
plethora,1.7048776e-05,0,0,0,0,1.0,0,0,0,0
vaguely,2.0160338e-05,0,0,0,0,1.0,0,0,0,0
counterpart,0,0,0,0,9.9904566e-05,0,0,0,0,1.0
odd_odd,0.0003618768,0,0,0,0,1.0,0,0,0,0
snapper,0,0,0,2.5581558e-05,0,0,0,0,1.0,0
protect,0.00016359343,0,0.00024763527,0.00037657647,6.02406e-05,0.19290637052326146,0,0.29200696055355996,0.44405205965280303,0.07103460927037555
oceanographic,0,0.00010316626,0,0,0,0,1.0,0,0,0
modelling,0.0017893907,0.0026688327,2.4634763e-05,0.00075964,0.0013874623,0.26989462822781846,0.40254126860026823,0.0037156726828287217,0.11457685516825486,0.20927157532082974
retailer,0,0,0.00029209553,0,0,0,0,1.0,0,0
identifi,0,0,2.766622e-05,0,0,0,0,1.0,0,0
undistorted,0,0,0,0,2.3513965e-05,0,0,0,0,1.0
gratefully,0,0,2.7666192e-05,0,0,0,0,1.0,0,0
source,0.0010549325,0,0.0010634467,0.00030007164,0.00078465027,0.32934722787317133,0,0.3320053604237493,0.09368159981003422,0.24496581189304517
sonnessa,2.0663752e-05,0,0,0,0,1.0,0,0,0,0
body,0.000718261,0,0.00024009004,0.00023888162,0.00023496558,0.5015094810995263,0,0.16763743565148817,0.16679368364414543,0.16405939960484014
sick,0,0,0,0,2.3514054e-05,0,0,0,0,1.0
occasion,5.080382e-05,0,0,0,0,1.0,0,0,0,0
tactic,0,0,0,2.5581458e-05,0,0,0,0,1.0,0
planning,0.00010388213,0.00011310571,0.0001902931,0.00019148366,0.00014945808,0.13883851987623544,0.15116583768935113,0.25432682457609423,0.25591801525903535,0.19975080259928385
ineluctably,0,0,0,0,2.351421e-05,0,0,0,0,1.0
freire,5.3883006e-05,0,0,0,0,1.0,0,0,0,0
smyth,0,0,0,0.0001508337,0,0,0,0,1.0,0
problematic,5.790647e-05,0,6.109281e-05,0.000107926724,0.0002941426,0.11113021942732222,0,0.11724523358190908,0.20712574478593554,0.5644988022048332
bitacora,2.0160205e-05,0,0,0,0,1.0,0,0,0,0
apdf,2.0160282e-05,0,0,0,0,1.0,0,0,0,0
outperform,0,0,0,6.663069e-05,0,0,0,0,1.0,0
breakdown,0,0,0,6.6630935e-05,2.3513876e-05,0,0,0,0.7391544156446209,0.260845584355379
enhanced,0,0,1.05487e-05,0,0,0,0,1.0,0,0
lie,3.451668e-05,0.00013401259,0.000111214504,0.00018286437,0.0002896873,0.04588181524721197,0.1781382419898614,0.14783354537434484,0.24307520715798395,0.3850711902305978
gtrukriorg,2.432388e-05,0,0,0,1.9431009e-05,0.5559122732275004,0,0,0,0.44408772677249964
buniversity,0,0,2.7648151e-05,0,0,0,0,1.0,0,0
none,0.00022952787,0,0.00020133333,0,6.142042e-05,0.4662531793781935,0,0.4089799873393905,0,0.12476683328241599
legal_text,4.6854613e-05,0,0.00038407758,0,0,0.10872850631357872,0,0.8912714936864212,0,0
carp,0,0,0,2.5581558e-05,0,0,0,0,1.0,0
prescribe,0,0,2.7634129e-05,2.558175e-05,0,0,0,0.5192835156206446,0.48071648437935544,0
litecoin,0,0,0,2.5413432e-05,0,0,0,0,1.0,0
cheap,2.0664109e-05,0,0.00011570823,2.5390467e-05,0,0.1277432644443903,0,0.7152956397423534,0.15696109581325626,0
convince,0,0,0,0,2.3511722e-05,0,0,0,0,1.0
annotate,0,0,0,0.00010590881,0,0,0,0,1.0,0
licensed,0,0,1.0548137e-05,0,0,0,0,1.0,0,0
tous,0,0,9.7966265e-05,0,0,0,0,1.0,0,0
kragt,2.4546021e-05,0,0,0,1.9187715e-05,0.5612605580131096,0,0,0,0.4387394419868904
west,0,0,0,0,0.00021655047,0,0,0,0,1.0
emergent,0.00012875482,0,0,0,0.00013107334,0.4955383723167213,0,0,0,0.5044616276832786
sauce,0,0,0,6.649224e-05,0,0,0,0,1.0,0
comfort,0,0,0,0,2.3514007e-05,0,0,0,0,1.0
rapidity,0,0,0,0,9.990532e-05,0,0,0,0,1.0
field,0.0021809868,0.000948186,0.00037893778,0.0006958421,0.001470131,0.3843769227178357,0.16710821273010787,0.06678396113697747,0.12263514794614644,0.25909575546893254
petter,0,0,6.261475e-05,0,9.990429e-05,0,0,0.3852764049716591,0,0.614723595028341
sustainable,0.0006930285,0.00048535474,0.00027833515,8.90008e-05,0.00042306312,0.35200869917876915,0.2465253470190467,0.14137426460400976,0.04520601424498802,0.2148856749531864
creed,0,0,0,0,2.351531e-05,0,0,0,0,1.0
phillip,0,0,0,0.00019004228,6.4072236e-05,0,0,0,0.7478607801986604,0.25213921980133963
schwarz,5.3887587e-05,0,0,0,0,1.0,0,0,0,0
indicator,0.00050069374,0,0.00011455929,0,0,0.8138013396991214,0,0.18619866030087867,0,0
da,0,0,0,2.541346e-05,0,0,0,0,1.0,0
tester,8.787377e-05,0,0,0,0,1.0,0,0,0,0
mislabelle,1.3095669e-07,0,0.00025430587,0,0,0.0005146923764136117,0,0.9994853076235863,0,0
annihilate,0,0,1.0548167e-05,0,0,0,0,1.0,0,0
remind,0,0,2.7506134e-05,0,0,0,0,1.0,0,0
customization,2.0160185e-05,0.00010275042,0,0,0,0.16402315620889543,0.8359768437911046,0,0,0
masculinity,0,0,0,0,0.00013872651,0,0,0,0,1.0
flavours,0.00012202882,0,0,0,0,1.0,0,0,0,0
still,0.0004899953,0.00067379436,0.00071054394,0.00082220766,0.0004235217,0.15704660362960166,0.2159553736092929,0.22773384789359727,0.26352277762994514,0.13574139723756307
function,0.00050626247,0.00028242992,0.000273711,0.00022772298,0.0004085047,0.2980414522048918,0.16626913347816677,0.16113622044927672,0.13406264857592676,0.24049054529173794
chromatography,0,0,4.5127374e-05,0.00010870103,0,0,0,0.2933617727543945,0.7066382272456055,0
interface,0,0,0,0.00032208004,0.0005264292,0,0,0,0.37958341742539314,0.6204165825746069
disperse,0,0,0,0,2.3514032e-05,0,0,0,0,1.0
reflection,0.00012603722,0,0,0.0001413665,0.0014290246,0.0742956361075948,0,0,0.08333184362548751,0.8423725202669177
logo,0,0,6.274793e-05,0,0,0,0,1.0,0,0
ferber,0,0.0002677226,0,0,2.351107e-05,0,0.9192707682240411,0,0,0.08072923177595888
practically,0.00013169709,0,4.0159484e-05,0,0,0.7663197647311603,0,0.23368023526883974,0,0
comparative,0,0,2.7636554e-05,2.557458e-05,2.3515175e-05,0,0,0.3601965769490877,0.33332217500055833,0.306481248050354
viruswill,0,0,0,0,2.3514032e-05,0,0,0,0,1.0
overfished,2.0160282e-05,0,0,0,0,1.0,0,0,0,0
noteworthy,0,0,1.05487e-05,0,0,0,0,1.0,0,0
reconsideration,0,0,0,0,2.3511813e-05,0,0,0,0,1.0
gravity,5.3883006e-05,0,0,0,0,1.0,0,0,0,0
safe,9.4903815e-05,0,0.00015858165,7.808049e-05,6.4577835e-05,0.2395691088872068,0,0.400313355050918,0.1971013886377717,0.1630161474241035
black_box,9.3137016e-05,0.000438117,0,0,5.491108e-05,0.1588921256471366,0.7474293483004386,0,0,0.09367852605242485
oceania,0,0,0,6.663069e-05,0,0,0,0,1.0,0
scholarship,0,0,0,2.558158e-05,0,0,0,0,1.0,0
insisoc,2.0663752e-05,0,0,0,0,1.0,0,0,0,0
moyee,0,0,0,2.541324e-05,0,0,0,0,1.0,0
turkish,2.016032e-05,0,0,0,0,1.0,0,0,0,0
note,0.0005509969,0,0.0009027145,0.0007172626,0.0010946603,0.16872584918107122,0,0.27642853336094914,0.21963960325236523,0.3352060142056144
landmark,0,0,0,0,2.3511746e-05,0,0,0,0,1.0
populated,0,0,0,0,6.123414e-05,0,0,0,0,1.0
reverberate,0,0,0,0,2.3514054e-05,0,0,0,0,1.0
pleasure,0,0,0,0,6.1274855e-05,0,0,0,0,1.0
angle,2.0663772e-05,0,0,0,0,1.0,0,0,0,0
validate,0.00045936208,0,9.611403e-05,0.0009133027,0.0004607195,0.23807332805134926,0,0.04981296530251712,0.4733368782870709,0.23877682835906275
abbreviation,0,0,0.00013326245,0,0,0,0,1.0,0,0
conjunction,0,0,5.007637e-05,9.6304335e-05,0,0,0,0.34209679879787724,0.6579032012021228,0
illegal_fishe,0,0,1.054867e-05,0,0,0,0,1.0,0,0
intercultural,0,0,0,0,0.00013872664,0,0,0,0,1.0
atmosphere,2.066468e-05,0,0,0,0,1.0,0,0,0,0
harmonize,0,0,0.00022149646,2.558163e-05,0,0,0,0.896463381129855,0.10353661887014502,0
backlund,0,0,2.7344342e-05,0,0,0,0,1.0,0,0
uncomfortable,0,0,0,0,2.351531e-05,0,0,0,0,1.0
subdivision,2.0664662e-05,0,0,0,0,1.0,0,0,0,0
bullet,2.0664325e-05,0,0,0,0,1.0,0,0,0,0
registration,6.7371466e-06,0,0.00022710033,3.1731975e-05,0,0.025368680275818047,0,0.8551447788093689,0.119486540914813,0
procedure,0.0008152562,0.00010578585,0.00068713294,0.00027567914,3.983761e-05,0.42379773631570256,0.05499106272594719,0.3571949299380277,0.14330733436599777,0.0207089366543248
jurisdictional,0,0,1.0548116e-05,0,0,0,0,1.0,0,0
part,0.00090739736,0.0012488734,0.002232667,0.0011007555,0.0013068017,0.13350960394130684,0.18375256811033533,0.3285027120259162,0.16195929227380587,0.19227582364863577
backwardness,0,0,0,0,6.1274855e-05,0,0,0,0,1.0
freshwater,2.1256472e-05,0,0,0.00040408524,0,0.04997504705013547,0,0,0.9500249529498646,0
saving,0,0,0,0,2.3515513e-05,0,0,0,0,1.0
nass,0,0,0,0,2.3511297e-05,0,0,0,0,1.0
scrutinise,0,0,0,0,9.99061e-05,0,0,0,0,1.0
functionwa,2.028444e-05,0,0,0,0,1.0,0,0,0,0
patagonian,0,0,1.0548127e-05,0,0,0,0,1.0,0,0
ideal,0,0,9.789425e-05,0,0,0,0,1.0,0,0
marginalize,0,0,0,0,2.3515153e-05,0,0,0,0,1.0
peerto,0,0.00010316626,0,0,0,0,1.0,0,0,0
redundant,0,0,0,2.5581558e-05,0,0,0,0,1.0,0
harmonising,0,0,1.0548137e-05,0,0,0,0,1.0,0,0
wheel,0,0,0,2.5581532e-05,0,0,0,0,1.0,0
disturb,2.088605e-05,0,0,0,2.284531e-05,0.4775989037986664,0,0,0,0.5224010962013336
irresponsible,0,0,1.0548157e-05,0,0,0,0,1.0,0,0
pluralism,2.0663752e-05,0,0,0,0,1.0,0,0,0,0
weal,0,0,1.0548137e-05,0,0,0,0,1.0,0,0
temperature,2.1939068e-05,0.00029460722,0.00023867989,0.00019259423,1.777997e-05,0.028656030272378324,0.384805477759373,0.31175518467556357,0.25155974224913935,0.02322356504354572
gilbert,2.0887144e-05,0,0,0,6.1008734e-05,0.25504512331381024,0,0,0,0.7449548766861898
infect,1.8322564e-05,0,0,0,0.00029731623,0.058049149829559284,0,0,0,0.9419508501704407
swim,0,0,0,0.00015083111,0,0,0,0,1.0,0
exposition,0,0,0,0,2.3495066e-05,0,0,0,0,1.0
eco,2.0284113e-05,0,0,0,6.1275445e-05,0.24870307649291143,0,0,0,0.7512969235070885
media_society,0,0,0,0.0006167484,0,0,0,0,1.0,0
conduct,0.00025896696,0,0.00074128236,0.00011004175,4.3165976e-05,0.22451374394889895,0,0.6426614351077473,0.0954016888022397,0.037423132141114084
distinctive,5.3887383e-05,0,0,2.5571018e-05,0,0.6781835782288089,0,0,0.3218164217711911,0
exactly,2.5496482e-05,0,0.000336996,0.000121631456,0,0.05266519632506553,0,0.6960944718293628,0.2512403318455717,0
emphasize,8.7839835e-05,0,8.037448e-05,0.00014873435,0.00010184742,0.20974368584136846,0,0.1919179269873418,0.3551474302078344,0.2431909569634553
industrial,4.445503e-05,0.0014758441,0.00039707683,0.00016472107,1.921641e-05,0.021155831017335203,0.7023436191017738,0.18896601907014657,0.07838957905172272,0.009144951759021773
iso,0,0,0.0016688773,0,0,0,0,1.0,0,0
ecosystem,0.002738021,0.0013467189,0.00017767044,0.00041989255,0.00019652247,0.5612049731964203,0.2760334213768138,0.03641664335885804,0.08606426964791149,0.040280692419996406
compensation,2.066468e-05,0,0,0,0,1.0,0,0,0,0
reviewer,5.1819377e-05,0,1.0548982e-05,0.00015147953,0.00017941487,0.13176782253907346,0,0.026824257901378108,0.3851865606016634,0.456221358957885
marketing,0,0.000605449,0.00046228417,8.157567e-05,9.989627e-05,0,0.4846674151421049,0.3700626537055749,0.06530206288859479,0.07996786826372543
science,0.0030660157,0.00052732986,0.0003586729,0.0037429414,0.001467762,0.3346184352484454,0.05755166046203909,0.03914479824453885,0.4084966744473734,0.16018843159760324
excess,7.584865e-05,0,1.6487122e-05,0,0,0.8214438295700257,0,0.1785561704299743,0,0
command,0,0.00010316764,0,2.5570826e-05,0,0,0.8013738465196004,0,0.1986261534803996,0
economically,2.06647e-05,0,0,0,2.3515398e-05,0.46773775451899285,0,0,0,0.5322622454810072
adelantado,0,0,0,0,2.3513629e-05,0,0,0,0,1.0
somewhat,0.00025902822,0,0,0,0,1.0,0,0,0,0
tobehandledwith,0,0,0,0,2.3514054e-05,0,0,0,0,1.0
automated,2.067907e-05,0,1.0538363e-05,0,0,0.6624205718162061,0,0.337579428183794,0,0
edicinal,2.0284557e-05,0,0,0,0,1.0,0,0,0,0
numeric,0,0,4.5165005e-05,0,0,0,0,1.0,0,0
interlinked,2.065871e-05,0,0,0,0,1.0,0,0,0,0
example,0.0022652315,0.0013021771,0.0022468274,0.004542009,0.002051941,0.1825594407284503,0.1049450026525183,0.18107621839457644,0.36604940198997415,0.16536993623448082
ecology,0.00080784416,0.00039629653,1.0860636e-05,0.0004388469,0.00011586901,0.4564820537552601,0.2239321165893895,0.006136933146234052,0.24797572153730577,0.06547317497181056
translate,0.00012952233,0.00026772488,0,6.94457e-05,0.0002052663,0.19275326514336694,0.39842430442063337,0,0.1033480834895774,0.3054743469464223
attainable,0,0.00010316615,0,0,0,0,1.0,0,0,0
ofmany,0,0,0,0,2.3514054e-05,0,0,0,0,1.0
cleaner,2.0160378e-05,0,0,0,0,1.0,0,0,0,0
scarcely,0,0,0,0,6.127515e-05,0,0,0,0,1.0
demersal,0.0001507398,0.00011519724,0,2.8978222e-05,0,0.511129190550641,0.3906113226275052,0,0.09825948682185381,0
electrophoresis,0,0,1.0548157e-05,0,0,0,0,1.0,0,0
epelbaum,0,0,6.273501e-05,0,0,0,0,1.0,0,0
aquaculture,0.00019165357,0.0017658675,0.00065040245,0.00035665432,0.0001767381,0.06101060045119371,0.5621425917875369,0.20704776914265158,0.11353659664468248,0.056262441973935325
exclusionary,0,0,0,2.5581558e-05,0,0,0,0,1.0,0
adapt,0.00020825258,0.00013755981,0.00028885115,0.0003144037,0.0003173686,0.16443989443127843,0.10861964236026306,0.22808194730186354,0.24825869153579583,0.25059982437079914
sihd,0,0,0,6.662484e-05,0,0,0,0,1.0,0
scorpaeniforme,0,0,0,2.5581458e-05,0,0,0,0,1.0,0
http_doiorg,2.0083062e-05,0,0,0,0,1.0,0,0,0,0
inconsistent,3.873194e-05,0,0.00015919383,0,2.2850212e-05,0.17543548009813692,0,0.721064984507289,0,0.10349953539457409
inferential,0,0,1.0548127e-05,0,0,0,0,1.0,0,0
gamesare,0,0,1.014835e-05,0,0,0,0,1.0,0,0
oil,0.00026311685,0.00010317009,7.218704e-05,5.1689865e-05,1.3066652e-05,0.5228555327586794,0.20501557527360686,0.14344726649928738,0.10271608400457398,0.02596554146385248
sedentary,0,0.00010316615,0,0,0,0,1.0,0,0,0
scottish,0,0,0,2.5184974e-05,0,0,0,0,1.0,0
stewardship,0,0,2.7665981e-05,0,2.3515533e-05,0,0,0.5405463594899801,0,0.45945364051001986
diverge,5.3887532e-05,0,0,0,0,1.0,0,0,0,0
cooperative,0,0.0007750575,8.0281316e-05,0,2.3490407e-05,0,0.8819204876352362,0.09135030556061159,0,0.026729206804152143
report,0.0037000456,0.00026914055,0.0030466008,0.00049263844,0.00043391727,0.4658632536130808,0.03388679660644927,0.38358969658785214,0.06202684246019005,0.05463341073242778
read,0.00032453434,0,0.0005377216,0.00055573037,4.6619767e-05,0.2215847265894677,0,0.3671441892673484,0.37944015877120746,0.031830925371976446
specialised,0,0,1.0003923e-05,0,0,0,0,1.0,0,0
resolution,0,0,0.00020180758,7.127408e-05,0,0,0,0.739000849327283,0.26099915067271695,0
incoming,0,0,0.00018620379,0,0,0,0,1.0,0,0
paint,0,0,0,2.5407473e-05,6.12672e-05,0,0,0,0.2931360662075598,0.7068639337924402
systematize,0,0,0,2.558158e-05,0,0,0,0,1.0,0
issuance,0.00012166452,0,0,0,0,1.0,0,0,0,0
cow,0,0,7.9628844e-05,0.00023693743,0,0,0,0.25153925538797134,0.7484607446120287,0
spring,0,0,0,2.9298955e-05,9.613539e-05,0,0,0,0.23358001251162677,0.7664199874883733
keeping,0,0,0,0,2.3515446e-05,0,0,0,0,1.0
patrimony,2.0664662e-05,0,0,0,0,1.0,0,0,0,0
chum,0,0,0,2.5581458e-05,0,0,0,0,1.0,0
requiresmake,0,0,0,0,2.3514054e-05,0,0,0,0,1.0
decisive,0,0,1.0548137e-05,0,2.351421e-05,0,0,0.3096714571341244,0,0.6903285428658755
relevant,0.0014008055,0.0024702614,0.0027557074,0.00057825184,0.00057117525,0.18014007996444575,0.3176694232275472,0.3543770559427977,0.07436173670603759,0.07345170415917174
navigation,0,0.0006054364,0,0,0,0,1.0,0,0,0
absolute,0,0,2.7633972e-05,0,2.3510893e-05,0,0,0.5403078551207843,0,0.45969214487921567
american,0,0.00010347783,0,6.662725e-05,9.982905e-05,0,0.38334474634607263,0,0.24682781813700008,0.36982743551692726
hdwere,2.065871e-05,0,0,0,0,1.0,0,0,0,0
arbitrarily,5.3887175e-05,0,0,0,0,1.0,0,0,0,0
facility,0,0.000103478225,0.00018615158,0,9.982885e-05,0,0.2656975880675826,0.477975197092895,0,0.2563272148395224
member,0.00025487013,0,0.0007174114,0,0.0004514976,0.17900959998959948,0,0.5038782986613555,0,0.3171121013490451
surplus,0,0,1.0548157e-05,0,2.35152e-05,0,0,0.30966286677213023,0,0.6903371332278697
bribe,2.0160338e-05,0,0,0,0,1.0,0,0,0,0
behalf,0,0,6.2039086e-05,0,2.3458215e-05,0,0,0.7256262510202087,0,0.27437374897979133
psychological,5.1269373e-05,0,0,2.9604233e-05,0.00056639157,0.07920922598128427,0,0,0.04573741016731975,0.875053363851396
solution,0.0005540114,0.0004487184,0.0006173033,0.00137974,0.00017379771,0.1745703562008407,0.1413922798810646,0.19451379854422832,0.43475947543328775,0.05476408994057861
miltner,0,0,0,2.5581508e-05,0,0,0,0,1.0,0
impact,0.0011364188,0.0008007766,0.0005349269,0.00083919056,0.00085040525,0.2730648166211389,0.19241490490081287,0.128535110156999,0.20164522049722053,0.2043399478238287
corwin,2.0284539e-05,0,0,0,0,1.0,0,0,0,0
hyderabad,0,0,1.054875e-05,0,0,0,0,1.0,0,0
brave,0,0,0,0,2.3513629e-05,0,0,0,0,1.0
smund,2.06647e-05,0,0,0,0,1.0,0,0,0,0
exemple,0,0,0,0,2.3495066e-05,0,0,0,0,1.0
deine,2.066464e-05,0,0,0,0,1.0,0,0,0,0
loser,0,0.00010316606,0,0,0,0,1.0,0,0,0
cycling,0.00019049301,0,0,0,0,1.0,0,0,0,0
generosity,0,0,0,0,2.3514636e-05,0,0,0,0,1.0
real_world,0.0002651871,0,1.069286e-05,7.9422935e-05,0.00047007576,0.3212914367374661,0,0.012955096690075144,0.09622605996262676,0.569527406609832
sheet,0,0,4.516492e-05,2.5581654e-05,0,0,0,0.6384043479319507,0.3615956520680494,0
randomize,0,0,0,0,9.986731e-05,0,0,0,0,1.0
diamond,0,0,0,2.557114e-05,0,0,0,0,1.0,0
provide_enough,0.00043011122,0,0,0,0,1.0,0,0,0,0
gestion,0,0,0,0,6.1258965e-05,0,0,0,0,1.0
constructive,9.590174e-06,0,0,0.00020841368,0,0.043990846940371225,0,0,0.9560091530596287,0
golan,0,0,2.766622e-05,0,0,0,0,1.0,0,0
popularize,2.066468e-05,0,0,0,0,1.0,0,0,0,0
imperialism,0,0,0,0,0.00021654964,0,0,0,0,1.0
capital,0,0,0.000115628915,2.5181587e-05,0,0,0,0.8211668380798527,0.17883316192014737,0
inaccuracy,0,0,0,0,2.3515377e-05,0,0,0,0,1.0
specification,0.00051081623,0,0.0005682007,6.58879e-05,0,0.4461647890085448,0,0.4962864111870085,0.05754879980444668,0
appropiate,0,0,2.7665717e-05,0,0,0,0,1.0,0,0
heavy,0,0,0,6.662649e-05,0,0,0,0,1.0,0
clarification,0,0,2.7666087e-05,0,2.3494957e-05,0,0,0.540764708741328,0,0.45923529125867196
known,2.3728962e-05,0,0,2.1298254e-05,0,0.5269915448727546,0,0,0.47300845512724543,0
